Subject,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Thumb Image,Template Title,Template Summary,New Test Text,Tags,Brand,Category,Set Date,Sender,Meta Title,Meta Description
Let our onboarding team guide you toward success,onboarding-call-invite-from-pipedrive-02112024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b783b4637a8e2f70abb7e,false,false,Tue Aug 12 2025 17:22:03 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:12:22 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/693c1296a6a91836cde31a88_692dadd9e1050f251f4d1f5c_pipedrive%2520onboarding%2520call.png,Notion email 11,"This onboarding email from Pipedrive welcomes a new user and encourages them to book a kickoff call with the onboarding team to help them get started. The email is structured with a friendly and supportive tone, outlining key topics the call will cover, including data management, custom pipeline setup, resources, features, and an open invitation for questions. It uses direct links and videos to facilitate booking and provides unsubscribe and preference management options.",,onboarding-call-invite,pipedrive,onboard-paid-user,Sun Feb 11 2024 12:57:00 GMT+0000 (Coordinated Universal Time),no-reply,Onboarding Call Invite from Pipedrive | Onboard Paid User 3,"Pipedrive invites new users to book an onboarding call to optimize CRM setup, learn key features, and get support for sales success. Maximize your CRM now."
Let's explore Pipedrive together,onboarding-call-invite-from-pipedrive-02172024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b78b0be8494f483627f10,false,false,Tue Aug 12 2025 17:24:00 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:20:13 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/693c12753ea391d1f1c2b439_692db05893144f4d521a02cc_onboarding%2520call%2520follow%2520up%2520pipedrive.png,Notion email 13,"This email is a personalized reminder to schedule a fast implementation call for onboarding with Pipedrive. It adopts a polite and encouraging tone, emphasizing the value of the call for optimizing the user's account and receiving tailored guidance. The structure includes a direct call-to-action with a scheduling link, an offer of support for any questions, and clear options for managing email preferences or unsubscribing.",,onboarding-call-invite,pipedrive,onboard-paid-user,Sat Feb 17 2024 12:58:00 GMT+0000 (Coordinated Universal Time),no-reply,Onboarding Call Invite from Pipedrive | Onboard Paid User,Schedule your fast implementation call with Pipedrive to get personalized guidance for optimizing your account and boosting your business success.
Let's get your first document sent and signed,product-education-from-docusign-03062024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689eeb76bffa328c0ae6d4ce,false,false,Fri Aug 15 2025 08:10:30 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:50 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689eeb76bffa328c0ae6d4c9_a4f82359-9ba5-4c86-a1c9-63df79658f04.png,Docusign email 05,"This email is a user onboarding communication from DocuSign that provides step-by-step instructions on sending the first document via their platform. The structure is clear and instructional, listing simple steps to start an envelope, add documents, recipients, and fields before sending. Additional resources such as tutorial videos, live demos, and recorded sessions are offered for further support, with a tone that is helpful and encouraging to facilitate user adoption.",,product-education; trial-just-started,docusign,onboard-paid-user,Wed Mar 06 2024 08:05:00 GMT+0000 (Coordinated Universal Time),DocuSign Customer Success,Product Education from Docusign | Onboard Paid User,"Get started with DocuSign quickly using simple steps for sending your first document. Includes guides, tutorials, and expert help to simplify e-signatures."
Let’s get down to business 📈,feature-usage-nudge-from-grammarly-08102025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689f0de8c0e88c03a325a791,false,false,Fri Aug 15 2025 10:37:28 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:18:52 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f0de8c0e88c03a325a779_11b69faf-58b5-40e3-ab0b-2674b0ec6596.png,Grammarly email 4,"This email from Grammarly targets professional users, outlining the practical benefits of using Grammarly at work. It uses a structured format featuring bullet points with icons, each highlighting specific use cases such as writing digestible emails, clear project pitches, instant drafts, and thoughtful language for difficult conversations. The tone is helpful and professional, emphasizing productivity and team efficiency, while also inviting businesses to explore Grammarly for Teams for enhanced collaboration features.",,feature-usage-nudge; product-education,grammarly,onboard-free-user,Sun Aug 10 2025 17:08:00 GMT+0000 (Coordinated Universal Time),Grammarly,Feature Usage Nudge from Grammarly | Onboard Free User,"Discover how Grammarly enhances workplace communication with clear, concise emails, confident pitches, instant drafts, and empathetic language. Grammarly."
Let’s get going with Pipedrive!,welcome-paid-users-from-pipedrive-02092024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b78098f9b92423f0e2a80,false,false,Tue Aug 12 2025 17:21:13 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:20:13 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b78098f9b92423f0e2a6a_e7feac29-d7d5-4efd-a04e-06632819f0f5.png,Notion email 08,"This welcome email from Pipedrive confirms the recipient's subscription details and expresses enthusiasm for supporting the user's business with their CRM product. The email is visually structured with branded images and clear sections linking to getting started courses, knowledge base resources, app marketplace, and customer support. The tone is friendly and supportive, aiming to onboard the user effectively while providing multiple helpful resources and social media connections for ongoing engagement.",,welcome-paid-users; feature-usage-nudge; product-education,pipedrive,onboard-paid-user,Fri Feb 09 2024 00:00:00 GMT+0000 (Coordinated Universal Time),Pipedrive,Welcome - Paid Users from Pipedrive | Onboard Paid User,"Welcome email from Pipedrive confirming subscription details for their Professional Monthly plan. Includes access to courses, support, integrations, and customer assistance."
Level up like you’re using cheat codes,webinar-invitation-from-semrush-09092024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b177aa97254b60a9bcf292,false,false,Fri Aug 29 2025 09:49:30 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 17:49:05 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68b177aa97254b60a9bcf278_f4f7bb93-1044-4e00-a060-a2d8aa7909bd.png,Semrush email 38,"This email is an event invitation from Semrush, detailing a webinar scheduled for Thursday, September 26, 2024, across multiple time zones. The content appears highly visual with multiple embedded images and links, presumably promoting the webinar and its speakers or topics. The tone is professional and informative, with call-to-action links for update preferences, privacy policy, and unsubscribing, along with social media icons for broader engagement. The email is structured to provide clear event timing and multiple ways for the recipient to engage with the brand and the webinar content.",,webinar-invitation; content-engagement,semrush,educate-engage,Mon Sep 09 2024 12:32:00 GMT+0000 (Coordinated Universal Time),Semrush Team,Webinar Invitation from Semrush | Educate & Engage 10,"Register for SEMrush's Expert Roundtable Webinar on September 26, 2024. Gain key marketing insights and strategies from industry experts. Free event."
Level up your docs with visuals,feature-usage-nudge-from-canva-05262025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6893986e471a3201d61ddf77,false,false,Wed Aug 06 2025 18:01:18 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 14:19:09 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6893986e471a3201d61ddf39_9ae4f64b-dd61-4c5a-b04c-2913cc8734f8.png,Canva email 10,"This marketing email from Canva promotes its Canva Docs product, emphasizing its capability to create visually impactful documents with multimedia elements like videos, images, and charts. The email features a clean, visually appealing layout with colorful images and clear call-to-action buttons that guide users to explore templates, design editors, and team collaboration features. The tone is enthusiastic and encouraging, aiming to inspire users to utilize design tools to enhance their documents, with multiple prompts to try the product and download Canva's app for various platforms.",,feature-usage-nudge; usage-expansion,canva,educate-engage,Mon May 26 2025 11:04:00 GMT+0000 (Coordinated Universal Time),Canva,Feature Usage Nudge from Canva | Educate & Engage,"Discover how Canva Docs enables you to design visual documents with videos, images, and charts effortlessly. Start with free customizable templates and collaborate with your team using Canva’s drag-and-drop editor."
Level-up in Figma,feature-usage-nudge-from-figma-01092024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686e703ba6b11003fd3927c8,false,false,Wed Jul 09 2025 13:35:55 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 14:06:42 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686e703ba6b11003fd3927b0_ebe26373-e95b-4da8-ab8b-0cd0a659bdaa.png,Figma email 06,"This email from Figma introduces advanced design features like auto layout, shared styles, and components to users who have made initial progress with the tool. The structure is instructional and encouraging, offering multiple call-to-action links for users to try each feature with concise explanations of their benefits. The tone is supportive and motivating, aimed at helping users advance their design skills and build collaborative design systems.",,feature-usage-nudge; product-education,figma,onboard-free-user,Tue Jan 09 2024 22:15:00 GMT+0000 (Coordinated Universal Time),Figma,Feature Usage Nudge from Figma | Onboard Free User,"Explore advanced features in Figma like auto layout, shared styles, and components to create scalable, consistent design systems efficiently."
Live: See what you can do with your account!,webinar-invitation-from-calendly-02072024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6899cad5d1da0f1e90aef2b3,false,false,Mon Aug 11 2025 10:49:57 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:23:42 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6899cad5d1da0f1e90aef2ae_378a0f6a-6da7-4c3b-9fa3-f284b1896505.png,Calendly email 18,"This email from Calendly invites users to join a live webinar designed to help them get started with the service. It features a clear and structured layout with promotional images, multiple call-to-action buttons for signing up, and a detailed agenda highlighting the benefits of attending, such as learning how to set up an account and exploring advanced features. The tone is professional and supportive, aiming to engage users by offering educational value and hands-on help through a Q&A session.",,webinar-invitation; content-engagement,calendly,win-back-churned-user,Wed Feb 07 2024 18:13:00 GMT+0000 (Coordinated Universal Time),The Calendly Team,Webinar Invitation from Calendly | Win Back Churned User 7,"Join Calendly's live webinar for a step-by-step guide to setting up your account, exploring Teams features, and boosting scheduling efficiency with expert tips."
"Localization now available, marketing your agency services, and the custom element ✳️",newsletter-from-webflow-11292023,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b1669d945b9fdc160ea3d7,false,false,Fri Aug 29 2025 08:36:45 GMT+0000 (Coordinated Universal Time),Sat Feb 07 2026 17:17:02 GMT+0000 (Coordinated Universal Time),Sat Feb 07 2026 18:37:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/693b0b255992c6238f32909c_692d8263fdbedc268da66df2_newsletter%2520webflow.png,Webflow email 10,"This Webflow promotional email highlights new product features, user stories, creative showcases, and educational resources. It is structured with sections presenting localization capabilities, agency marketing tips, design tools, and case studies, followed by calls-to-action linking to demos, stories, and social media. The tone is informative and enthusiastic, aiming to engage and inspire Webflow users with updates and community content.",,newsletter; content-engagement,webflow,educate-engage,Wed Nov 29 2023 18:00:00 GMT+0000 (Coordinated Universal Time),Max at Webflow,Newsletter from Webflow | Educate & Engage 4,"Discover Webflow's latest features: Localization, Custom Element, agency marketing tips, and inspiring showcases for faster creative workflows."
